Country,Region,Subregion,World.Bank,IMF,Year,Language,Type,Class,Drug,Listed,Any.NeuP,Central.NeuP,Peripheral.NeuP,DPN,PHN,HIV,TGN
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,Opioid,Morphine,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2010,English,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,Opioid,Tramadol,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,TCA,Clomipramine,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
China,Asia,Eastern Asia,Upper middle,Developing,2009,English,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Oxcarbazepine,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,NDRI,Bupropion,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Opioid,Methadone,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Clomipramine,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Desipramine,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Imipramine,Yes,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Topical,Capsaicin,No,No,No,No,No,No,No,No
Colombia,Americas,South America,Upper middle,Developing,2013,Spanish,A,Topical,Lidocaine,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Congo,Africa,Central Africa,Lower middle,Developing,2013,French,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,TCA,Clomipramine,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Cook Islands,Oceania,Polynesia,Undefined,Developing,2007,English,TC,Topical,Lidocaine,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Opioid,Methadone,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Opioid,Oxycodone,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Other,Ibuprofen,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,TCA,Imipramine,Yes,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Cote d'Ivoire,Africa,Western Africa,Lower middle,Developing,2014,French,TC,Topical,Lidocaine,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Anticonvulsant,Gabapentin,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Anticonvulsant,Oxcarbazepine,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Opioid,Methadone,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Opioid,Oxycodone,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,SNRI,Venlafaxine,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Croatia,Europe,Southern Europe,High,Developing,2014,Croatian,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,TCA,Clomipramine,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Democratic Republic of Congo,Africa,Central Africa,Low,Developing,2010,French,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Opioid,Tramadol,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,TCA,Clomipramine,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Djibouti,Africa,Eastern Africa,Lower middle,Developing,2007,French,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,TCA,Imipramine,Yes,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Dominican Republic,Americas,Caribbean,Upper middle,Developing,2005,Spanish,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Gabapentin,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,NDRI,Bupropion,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Opioid,Methadone,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Opioid,Oxycodone,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Clomipramine,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Desipramine,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Imipramine,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Topical,Capsaicin,No,No,No,No,No,No,No,No
Ecuador,Americas,South America,Upper middle,Developing,2013,Spanish,A,Topical,Lidocaine,Yes,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Egypt,Africa,Northern Africa,Lower middle,Developing,2006,English,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
